#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
       72137     2.61535     2.61465 4.43015e-06
       72138     2.61543     2.61465  4.4301e-06
       72139     2.61549     2.61465 4.43005e-06
       72140     2.61554     2.61465 4.43001e-06
       72141     2.61558     2.61465 4.42997e-06
       72142     2.61561     2.61465 4.42992e-06
       72143     2.61561     2.61465 4.42988e-06
       72144     2.61561     2.61465 4.42984e-06
       72145      2.6156     2.61465  4.4298e-06
       72146     2.61557     2.61465 4.42975e-06
       72147     2.61553     2.61465 4.42971e-06
       72148     2.61547     2.61465 4.42966e-06
       72149     2.61539     2.61465 4.42961e-06
       72150     2.61531     2.61465 4.42956e-06
       72151     2.61521     2.61465 4.42951e-06
       72152     2.61511     2.61465 4.42945e-06
       72153       2.615     2.61465 4.42939e-06
       72154     2.61487     2.61465 4.42933e-06
       72155     2.61475     2.61465 4.42927e-06
       72156     2.61462     2.61465 4.42921e-06
       72157      2.6145     2.61465 4.42915e-06
       72158     2.61439     2.61465 4.42909e-06
       72159     2.61427     2.61465 4.42903e-06
       72160     2.61417     2.61465 4.42897e-06
       72161     2.61407     2.61465 4.42892e-06
       72162     2.61398     2.61465 4.42887e-06
       72163     2.61391     2.61465 4.42882e-06
       72164     2.61384     2.61465 4.42877e-06
       72165      2.6138     2.61465 4.42872e-06
       72166     2.61376     2.61465 4.42868e-06
       72167     2.61373     2.61465 4.42864e-06
       72168     2.61372     2.61465  4.4286e-06
       72169     2.61372     2.61465 4.42855e-06
       72170     2.61373     2.61465 4.42851e-06
       72171     2.61375     2.61465 4.42847e-06
       72172     2.61378     2.61465 4.42842e-06
       72173     2.61382     2.61465 4.42837e-06
       72174     2.61387     2.61465 4.42833e-06
       72175     2.61392     2.61465 4.42828e-06
       72176     2.61398     2.61465 4.42823e-06
       72177     2.61404     2.61465 4.42817e-06
       72178     2.61411     2.61465 4.42812e-06
       72179     2.61418     2.61465 4.42806e-06
       72180     2.61425     2.61465   4.428e-06
       72181     2.61431     2.61465 4.42794e-06
       72182     2.61437     2.61465 4.42788e-06
       72183     2.61444     2.61465 4.42782e-06
       72184      2.6145     2.61465 4.42776e-06
       72185     2.61456     2.61465  4.4277e-06
       72186     2.61462     2.61465 4.42764e-06
       72187     2.61467     2.61465 4.42758e-06
       72188     2.61472     2.61465 4.42752e-06
       72189     2.61477     2.61465 4.42746e-06
       72190     2.61481     2.61465  4.4274e-06
       72191     2.61485     2.61465 4.42734e-06
       72192     2.61489     2.61465 4.42728e-06
       72193     2.61492     2.61465 4.42722e-06
       72194     2.61494     2.61465 4.42716e-06
       72195     2.61497     2.61465  4.4271e-06
       72196     2.61499     2.61465 4.42704e-06
       72197     2.61501     2.61465 4.42698e-06
       72198     2.61502     2.61465 4.42692e-06
       72199     2.61504     2.61465 4.42686e-06
       72200     2.61505     2.61465 4.42681e-06
       72201     2.61506     2.61465 4.42675e-06
       72202     2.61506     2.61465 4.42669e-06
       72203     2.61507     2.61465 4.42663e-06
       72204     2.61508     2.61465 4.42657e-06
       72205     2.61509     2.61465 4.42652e-06
       72206     2.61509     2.61465 4.42646e-06
       72207      2.6151     2.61465  4.4264e-06
       72208      2.6151     2.61465 4.42635e-06
       72209     2.61511     2.61465 4.42629e-06
       72210     2.61512     2.61465 4.42623e-06
       72211     2.61513     2.61465 4.42618e-06
       72212     2.61514     2.61465 4.42612e-06
       72213     2.61515     2.61465 4.42606e-06
       72214     2.61516     2.61465 4.42601e-06
       72215     2.61517     2.61465 4.42595e-06
       72216     2.61519     2.61465  4.4259e-06
       72217     2.61521     2.61465 4.42584e-06
       72218     2.61524     2.61465 4.42579e-06
       72219     2.61526     2.61465 4.42574e-06
       72220     2.61528     2.61465 4.42568e-06
       72221      2.6153     2.61465 4.42563e-06
       72222     2.61533     2.61465 4.42558e-06
       72223     2.61535     2.61465 4.42553e-06
       72224     2.61538     2.61465 4.42548e-06
       72225      2.6154     2.61465 4.42543e-06
       72226     2.61543     2.61465 4.42538e-06
       72227     2.61546     2.61465 4.42534e-06
       72228     2.61548     2.61465 4.42529e-06
       72229      2.6155     2.61465 4.42524e-06
       72230     2.61552     2.61465  4.4252e-06
       72231     2.61553     2.61465 4.42515e-06
       72232     2.61555     2.61465 4.42511e-06
       72233     2.61556     2.61465 4.42507e-06
       72234     2.61557     2.61465 4.42502e-06
       72235     2.61557     2.61465 4.42498e-06
       72236     2.61556     2.61465 4.42494e-06
       72237     2.61555     2.61465 4.42489e-06
       72238     2.61553     2.61465 4.42485e-06
       72239      2.6155     2.61465  4.4248e-06
       72240     2.61547     2.61465 4.42476e-06
       72241     2.61543     2.61465 4.42471e-06
       72242     2.61538     2.61465 4.42466e-06
       72243     2.61532     2.61465 4.42461e-06
       72244     2.61525     2.61465 4.42455e-06
       72245     2.61517     2.61465  4.4245e-06
       72246     2.61508     2.61465 4.42444e-06
       72247     2.61499     2.61465 4.42438e-06
       72248     2.61489     2.61465 4.42432e-06
       72249     2.61478     2.61465 4.42426e-06
       72250     2.61467     2.61465  4.4242e-06
       72251     2.61455     2.61465 4.42414e-06
       72252     2.61443     2.61465 4.42408e-06
       72253      2.6143     2.61465 4.42402e-06
       72254     2.61417     2.61465 4.42396e-06
       72255     2.61403     2.61465 4.42391e-06
       72256     2.61389     2.61465 4.42386e-06
       72257     2.61376     2.61465 4.42382e-06
       72258     2.61364     2.61465 4.42378e-06
       72259     2.61351     2.61465 4.42375e-06
       72260     2.61339     2.61465 4.42372e-06
       72261     2.61329     2.61465  4.4237e-06
       72262     2.61319     2.61465 4.42368e-06
       72263      2.6131     2.61465 4.42367e-06
       72264     2.61301     2.61465 4.42367e-06
       72265     2.61295     2.61465 4.42367e-06
       72266     2.61289     2.61465 4.42368e-06
       72267     2.61283     2.61465 4.42369e-06
       72268     2.61279     2.61465  4.4237e-06
       72269     2.61276     2.61465 4.42372e-06
       72270     2.61274     2.61465 4.42374e-06
       72271     2.61273     2.61465 4.42376e-06
       72272     2.61273     2.61465 4.42378e-06
       72273     2.61273     2.61465 4.42379e-06
       72274     2.61275     2.61465 4.42381e-06
       72275     2.61277     2.61465 4.42383e-06
       72276      2.6128     2.61465 4.42384e-06
       72277     2.61283     2.61465 4.42385e-06
       72278     2.61287     2.61465 4.42386e-06
       72279     2.61291     2.61465 4.42386e-06
       72280     2.61296     2.61465 4.42386e-06
       72281     2.61301     2.61465 4.42386e-06
       72282     2.61306     2.61465 4.42385e-06
       72283     2.61311     2.61465 4.42384e-06
       72284     2.61316     2.61465 4.42383e-06
       72285     2.61321     2.61465 4.42382e-06
       72286     2.61327     2.61465  4.4238e-06
       72287     2.61332     2.61465 4.42377e-06
       72288     2.61338     2.61465 4.42375e-06
       72289     2.61344     2.61465 4.42372e-06
       72290     2.61349     2.61465 4.42369e-06
       72291     2.61354     2.61465 4.42365e-06
       72292     2.61359     2.61465 4.42361e-06
       72293     2.61365     2.61465 4.42357e-06
       72294     2.61369     2.61465 4.42353e-06
       72295     2.61374     2.61465 4.42349e-06
       72296     2.61378     2.61465 4.42345e-06
       72297     2.61383     2.61465  4.4234e-06
       72298     2.61388     2.61465 4.42335e-06
       72299     2.61392     2.61465  4.4233e-06
       72300     2.61397     2.61465 4.42325e-06
       72301     2.61401     2.61465  4.4232e-06
       72302     2.61405     2.61465 4.42314e-06
       72303     2.61409     2.61465 4.42309e-06
       72304     2.61413     2.61465 4.42304e-06
       72305     2.61416     2.61465 4.42298e-06
       72306     2.61419     2.61465 4.42292e-06
       72307     2.61423     2.61465 4.42287e-06
       72308     2.61426     2.61465 4.42281e-06
       72309      2.6143     2.61465 4.42275e-06
       72310     2.61433     2.61465 4.42269e-06
       72311     2.61436     2.61465 4.42263e-06
       72312     2.61439     2.61465 4.42257e-06
       72313     2.61441     2.61465 4.42251e-06
       72314     2.61444     2.61465 4.42245e-06
       72315     2.61446     2.61465 4.42239e-06
       72316     2.61449     2.61465 4.42233e-06
       72317     2.61451     2.61465 4.42227e-06
       72318     2.61454     2.61465 4.42221e-06
       72319     2.61458     2.61465 4.42215e-06
       72320      2.6146     2.61465 4.42209e-06
       72321     2.61463     2.61465 4.42203e-06
       72322     2.61466     2.61465 4.42196e-06
       72323     2.61468     2.61465  4.4219e-06
       72324     2.61471     2.61465 4.42184e-06
       72325     2.61473     2.61465 4.42178e-06
       72326     2.61476     2.61465 4.42172e-06
       72327     2.61478     2.61465 4.42166e-06
       72328     2.61481     2.61465  4.4216e-06
       72329     2.61484     2.61465 4.42154e-06
       72330     2.61486     2.61465 4.42148e-06
       72331     2.61489     2.61465 4.42142e-06
       72332     2.61492     2.61465 4.42136e-06
       72333     2.61495     2.61465  4.4213e-06
       72334     2.61497     2.61465 4.42124e-06
       72335       2.615     2.61465 4.42118e-06
       72336     2.61504     2.61465 4.42112e-06
       72337     2.61506     2.61465 4.42107e-06
       72338     2.61509     2.61465 4.42101e-06
       72339     2.61512     2.61465 4.42095e-06
       72340     2.61514     2.61465  4.4209e-06
       72341     2.61517     2.61465 4.42084e-06
       72342     2.61519     2.61465 4.42079e-06
       72343     2.61522     2.61465 4.42073e-06
       72344     2.61525     2.61465 4.42068e-06
       72345     2.61527     2.61465 4.42063e-06
       72346     2.61529     2.61465 4.42057e-06
       72347     2.61532     2.61465 4.42052e-06
       72348     2.61535     2.61465 4.42047e-06
       72349     2.61537     2.61465 4.42042e-06
       72350     2.61539     2.61465 4.42037e-06
       72351     2.61542     2.61465 4.42032e-06
       72352     2.61544     2.61465 4.42028e-06
       72353     2.61545     2.61465 4.42023e-06
       72354     2.61547     2.61465 4.42018e-06
       72355     2.61549     2.61465 4.42014e-06
       72356     2.61551     2.61465 4.42009e-06
       72357     2.61553     2.61465 4.42005e-06
       72358     2.61554     2.61465    4.42e-06
       72359     2.61556     2.61465 4.41996e-06
       72360     2.61556     2.61465 4.41992e-06
       72361     2.61557     2.61465 4.41987e-06
       72362     2.61558     2.61465 4.41983e-06
       72363     2.61559     2.61465 4.41979e-06
       72364     2.61559     2.61465 4.41975e-06
       72365     2.61559     2.61465  4.4197e-06
       72366     2.61559     2.61465 4.41966e-06
       72367     2.61558     2.61465 4.41962e-06
       72368     2.61557     2.61465 4.41958e-06
       72369     2.61556     2.61465 4.41953e-06
       72370     2.61555     2.61465 4.41949e-06
       72371     2.61553     2.61465 4.41945e-06
       72372     2.61551     2.61465  4.4194e-06
       72373     2.61549     2.61465 4.41935e-06
       72374     2.61547     2.61465 4.41931e-06
       72375     2.61544     2.61465 4.41926e-06
       72376     2.61541     2.61465 4.41921e-06
       72377     2.61538     2.61465 4.41916e-06
       72378     2.61535     2.61465 4.41911e-06
       72379     2.61532     2.61465 4.41906e-06
       72380     2.61529     2.61465 4.41901e-06
       72381     2.61524     2.61465 4.41895e-06
       72382     2.61521     2.61465  4.4189e-06
       72383     2.61517     2.61465 4.41884e-06
       72384     2.61512     2.61465 4.41879e-06
       72385     2.61508     2.61465 4.41873e-06
       72386     2.61503     2.61465 4.41867e-06
       72387     2.61498     2.61465 4.41861e-06
       72388     2.61493     2.61465 4.41855e-06
       72389     2.61488     2.61465  4.4185e-06
       72390     2.61483     2.61465 4.41843e-06
       72391     2.61478     2.61465 4.41837e-06
       72392     2.61473     2.61465 4.41831e-06
       72393     2.61468     2.61465 4.41825e-06
       72394     2.61463     2.61465 4.41819e-06
       72395     2.61458     2.61465 4.41813e-06
       72396     2.61453     2.61465 4.41807e-06
       72397     2.61448     2.61465 4.41801e-06
       72398     2.61444     2.61465 4.41795e-06
       72399     2.61439     2.61465 4.41789e-06
       72400     2.61435     2.61465 4.41783e-06
       72401     2.61431     2.61465 4.41777e-06
       72402     2.61427     2.61465 4.41771e-06
       72403     2.61423     2.61465 4.41766e-06
       72404      2.6142     2.61465  4.4176e-06
       72405     2.61416     2.61465 4.41754e-06
       72406     2.61413     2.61465 4.41749e-06
       72407     2.61409     2.61465 4.41744e-06
       72408     2.61406     2.61465 4.41738e-06
       72409     2.61403     2.61465 4.41733e-06
       72410     2.61401     2.61465 4.41728e-06
       72411     2.61398     2.61465 4.41723e-06
       72412     2.61395     2.61465 4.41718e-06
       72413     2.61393     2.61465 4.41713e-06
       72414     2.61392     2.61465 4.41708e-06
       72415      2.6139     2.61465 4.41703e-06
       72416     2.61388     2.61465 4.41698e-06
       72417     2.61386     2.61465 4.41693e-06
       72418     2.61385     2.61465 4.41689e-06
       72419     2.61384     2.61465 4.41684e-06
       72420     2.61382     2.61465 4.41679e-06
